Symbol,Last Price,Change,P Change,Previous Close,Open,Day High,Day Low,Volume,Time,Date,52W High,52W Low,Market Cap (Cr),P/E Ratio,EPS,Sector,VWAP,Deliverable Volume,Deliverable %
HINDALCO,4741.01,-77.83,-1.62,4818.84,4847.77,4847.77,4736.57,2611470,2025-04-30 12:39:00,2025-04-30,5710.67,3807.11,157401.62,32.53,145.74,IT,4759.66,1059170,42.45
INDUSINDBK,3306.94,-42.81,-1.28,3349.75,3364.52,3364.52,3306.94,1032811,2025-04-30 12:39:00,2025-04-30,3807.01,2538.01,155756.89,32.61,101.41,Financial Services,3321.77,495983,46.02
BPCL,4815.53,-61.82,-1.27,4877.35,4825.03,4835.88,4815.53,1839812,2025-04-30 12:39:00,2025-04-30,5508.67,3672.45,291339.86,14.42,333.95,Oil & Gas,4810.61,1170075,57.61
HEROMOTOCO,2509.12,-44.6,-1.75,2553.72,2545.28,2545.28,2499.47,2553624,2025-04-30 12:38:00,2025-04-30,2893.06,1928.7,75022.77,27.75,90.42,Financial Services,2500.72,1697393,45.18
DRREDDY,1235.12,-13.32,-1.07,1248.44,1244.61,1245.02,1231.26,1302689,2025-04-30 12:35:00,2025-04-30,1421.57,947.71,58668.38,16.46,75.04,Metal,1237.56,680195,66.46
SBIN,778.77,-8.37,-1.06,787.14,792.87,792.87,776.85,520511,2025-04-30 12:34:00,2025-04-30,888.96,592.64,28580.77,17.15,45.41,Banking,776.59,410228,55.19
MARUTI,10877.43,-114.44,-1.04,10991.87,10881.32,10917.61,10874.71,2640371,2025-04-30 12:33:00,2025-04-30,12420.9,8280.6,614574.91,21.79,499.19,Auto,10878.23,1768639,76.16
TITAN,3216.37,-45.85,-1.41,3262.22,3277.43,3277.43,3195.69,1894812,2025-04-30 12:33:00,2025-04-30,3900.72,2600.48,179795.1,51.81,62.08,Consumer Durables,3203.2,1443079,79.72
HEROMOTOCO,2522.94,-30.78,-1.21,2553.72,2545.28,2545.28,2499.47,1877510,2025-04-30 12:33:00,2025-04-30,2893.06,1928.7,181651.8,26.33,95.82,Financial Services,2524.06,1324526,68.93
UPL,2925.76,-50.22,-1.69,2975.98,2982.51,2982.51,2924.18,1551982,2025-04-30 12:32:00,2025-04-30,3451.15,2300.77,121419.01,53.44,54.75,FMCG,2924.12,817849,58.87
BAJFINANCE,7247.21,-89.12,-1.21,7336.33,7325.33,7325.33,7242.16,776793,2025-04-30 12:31:00,2025-04-30,8461.08,5640.72,208719.57,29.46,246.0,Financial Services,7255.98,418542,44.76
JSWSTEEL,908.46,-11.5,-1.25,919.96,919.71,919.71,904.7,2172293,2025-04-30 12:31:00,2025-04-30,1086.4,724.26,33340.54,10.58,85.87,Metal,908.04,1543599,47.76
SBILIFE,2510.1,-25.05,-0.99,2535.15,2531.7,2531.7,2508.66,1509865,2025-04-30 12:30:00,2025-04-30,2880.38,1920.26,112452.32,28.76,87.28,Financial Services,2502.07,930543,76.82
TITAN,3195.69,-66.53,-2.04,3262.22,3277.43,3277.43,3195.69,1255135,2025-04-30 12:28:00,2025-04-30,3900.72,2600.48,161701.79,38.74,82.49,Consumer Durables,3193.88,679775,45.66
APOLLOHOSP,3016.79,-33.96,-1.11,3050.75,3026.26,3026.26,3006.45,1218998,2025-04-30 12:28:00,2025-04-30,3432.05,2288.03,71196.15,10.36,291.2,Power,3019.59,619751,44.95
ONGC,3552.48,-41.19,-1.15,3593.67,3600.45,3600.45,3531.68,2170511,2025-04-30 12:27:00,2025-04-30,4194.2,2796.14,96272.33,21.84,162.66,Oil & Gas,3535.49,920002,60.63
SBIN,778.54,-8.6,-1.09,787.14,792.87,792.87,776.85,476909,2025-04-30 12:25:00,2025-04-30,888.96,592.64,28650.14,23.73,32.81,Banking,774.69,248563,62.62
POWERGRID,1758.39,-19.51,-1.1,1777.9,1791.92,1791.92,1756.75,547367,2025-04-30 12:25:00,2025-04-30,2003.86,1335.9,116932.78,13.92,126.32,Power,1766.85,254864,76.6
ULTRACEMCO,4902.05,-76.84,-1.54,4978.89,4926.87,4940.02,4865.91,1170213,2025-04-30 12:23:00,2025-04-30,5900.29,3933.53,269122.52,32.13,152.57,Cement,4922.15,896501,66.5
JSWSTEEL,907.7,-12.26,-1.33,919.96,919.71,919.71,904.7,2337127,2025-04-30 12:23:00,2025-04-30,1086.4,724.26,63992.93,15.42,58.87,Metal,906.37,1184826,62.4
BHARTIARTL,962.74,-17.47,-1.78,980.21,983.8,983.8,962.74,1626655,2025-04-30 12:22:00,2025-04-30,1176.18,784.12,66621.46,17.18,56.04,Telecom,967.54,736252,75.37
NESTLEIND,2812.17,-38.88,-1.36,2851.05,2872.18,2872.18,2805.56,776227,2025-04-30 12:22:00,2025-04-30,3300.91,2200.61,180822.73,18.7,150.38,Infrastructure,2800.82,316333,73.26
DIVISLAB,1517.05,-17.18,-1.12,1534.23,1544.74,1544.74,1507.96,1118050,2025-04-30 12:22:00,2025-04-30,1767.94,1178.62,36712.59,15.29,99.22,Banking,1522.76,864405,57.07
RELIANCE,2488.87,-34.51,-1.37,2523.38,2494.33,2494.33,2486.82,3929918,2025-04-30 12:21:00,2025-04-30,2940.9,1960.6,150327.59,11.32,219.86,Oil & Gas,2488.9,2420979,40.38
M&M,3080.61,-41.47,-1.33,3122.08,3137.16,3137.16,3075.76,2250166,2025-04-30 12:21:00,2025-04-30,3550.96,2367.3,185760.57,23.39,131.71,Auto,3086.24,1752740,63.28
SBILIFE,2508.66,-26.49,-1.04,2535.15,2531.7,2531.7,2508.66,552876,2025-04-30 12:21:00,2025-04-30,2880.38,1920.26,107621.43,21.02,119.35,Financial Services,2503.71,253240,57.34
INDUSINDBK,3315.84,-33.91,-1.01,3349.75,3364.52,3364.52,3307.67,1705852,2025-04-30 12:20:00,2025-04-30,3807.01,2538.01,159823.29,23.01,144.1,Financial Services,3317.6,1197658,52.52
TATACONSUM,4575.28,-60.17,-1.3,4635.45,4645.07,4645.07,4561.23,1372776,2025-04-30 12:20:00,2025-04-30,5522.58,3681.72,167455.18,16.45,278.13,Oil & Gas,4585.51,1044192,63.72
GRASIM,2245.46,-24.1,-1.06,2269.56,2248.42,2248.42,2234.15,429652,2025-04-30 12:17:00,2025-04-30,2672.63,1781.75,98126.41,28.19,79.65,IT,2249.12,326137,78.95
TATACONSUM,4565.09,-70.36,-1.52,4635.45,4645.07,4645.07,4561.23,581706,2025-04-30 12:17:00,2025-04-30,5522.58,3681.72,225515.63,11.64,392.19,Oil & Gas,4547.71,310430,68.83
TATASTEEL,1070.6,-13.27,-1.22,1083.87,1088.56,1088.56,1070.6,1808171,2025-04-30 12:16:00,2025-04-30,1238.78,825.86,56206.65,16.86,63.5,Metal,1070.19,1370447,66.68
HDFCLIFE,1958.5,-15.68,-0.79,1974.18,1955.76,1970.42,1948.34,772804,2025-04-30 12:15:00,2025-04-30,2231.45,1487.63,73443.79,22.45,87.24,Infrastructure,1957.66,457625,54.88
TATAMOTORS,3247.07,-44.13,-1.34,3291.2,3311.71,3311.71,3227.35,2522911,2025-04-30 12:14:00,2025-04-30,3771.08,2514.06,106179.18,20.55,158.01,Auto,3258.61,1868062,57.04
M&M,3075.76,-46.32,-1.48,3122.08,3137.16,3137.16,3075.76,1212678,2025-04-30 12:14:00,2025-04-30,3550.96,2367.3,104268.34,23.24,132.35,Auto,3079.32,625014,45.56
HINDALCO,4771.59,-47.25,-0.98,4818.84,4847.77,4847.77,4736.57,2365051,2025-04-30 12:13:00,2025-04-30,5710.67,3807.11,223310.44,30.19,158.05,IT,4781.15,1581689,43.67
JSWSTEEL,908.87,-11.09,-1.21,919.96,919.71,919.71,904.7,1590801,2025-04-30 12:11:00,2025-04-30,1086.4,724.26,64711.81,8.18,111.11,Metal,905.15,887692,71.91
CIPLA,2386.75,-34.04,-1.41,2420.79,2406.23,2406.23,2375.36,891007,2025-04-30 12:11:00,2025-04-30,2876.96,1917.98,75182.68,15.03,158.8,Banking,2386.41,454253,73.81
AXISBANK,1085.61,-16.17,-1.47,1101.78,1091.45,1091.73,1085.46,1034461,2025-04-30 12:10:00,2025-04-30,1260.36,840.24,78055.25,17.0,63.86,Banking,1088.37,444141,72.33
APOLLOHOSP,3023.16,-27.59,-0.9,3050.75,3026.26,3026.26,3006.45,1166861,2025-04-30 12:09:00,2025-04-30,3432.05,2288.03,130902.87,14.53,208.06,Power,3018.01,781555,41.51
INFY,1456.91,-21.56,-1.46,1478.47,1470.14,1471.11,1452.52,1895927,2025-04-30 12:08:00,2025-04-30,1704.36,1136.24,63229.78,25.51,57.11,IT,1464.14,788202,41.71
NESTLEIND,2819.37,-31.68,-1.11,2851.05,2872.18,2872.18,2805.56,978691,2025-04-30 12:08:00,2025-04-30,3300.91,2200.61,56951.22,14.31,197.02,Infrastructure,2820.87,782930,44.59
ASIANPAINT,3085.71,-41.26,-1.32,3126.97,3129.19,3129.19,3061.7,1401583,2025-04-30 12:07:00,2025-04-30,3780.78,2520.52,145954.07,64.54,47.81,Paints,3099.68,1065915,52.49
AXISBANK,1090.2,-11.58,-1.05,1101.78,1091.45,1091.73,1085.46,1254690,2025-04-30 12:07:00,2025-04-30,1260.36,840.24,27146.08,19.68,55.4,Banking,1093.88,604591,76.75
BRITANNIA,1476.19,-16.81,-1.13,1493.0,1504.54,1504.54,1472.9,1073616,2025-04-30 12:06:00,2025-04-30,1712.21,1141.47,117061.72,18.34,80.49,Auto,1482.2,664016,65.38
GRASIM,2244.46,-25.1,-1.11,2269.56,2248.42,2248.42,2234.15,564433,2025-04-30 12:05:00,2025-04-30,2672.63,1781.75,134892.24,26.85,83.59,IT,2251.51,332529,70.83
DRREDDY,1234.95,-13.49,-1.08,1248.44,1244.61,1245.02,1231.26,1507531,2025-04-30 12:05:00,2025-04-30,1421.57,947.71,57301.71,15.75,78.41,Metal,1237.51,1042246,59.96
HDFCLIFE,1952.46,-21.72,-1.1,1974.18,1955.76,1970.42,1948.34,2484633,2025-04-30 12:05:00,2025-04-30,2231.45,1487.63,108556.94,21.76,89.73,Infrastructure,1946.3,1976980,56.35
TCS,3324.12,-38.77,-1.15,3362.89,3372.51,3372.51,3308.72,3621895,2025-04-30 12:03:00,2025-04-30,4020.24,2680.16,127646.26,34.09,97.51,IT,3339.17,2783784,67.91
HDFCBANK,1600.98,-18.37,-1.13,1619.35,1628.45,1628.45,1584.58,2303031,2025-04-30 12:02:00,2025-04-30,1896.6,1264.4,81169.5,15.24,105.05,Banking,1605.35,976856,75.29
NTPC,4391.91,-51.05,-1.15,4442.96,4444.19,4444.19,4385.09,595042,2025-04-30 12:02:00,2025-04-30,5136.35,3424.23,219156.18,14.02,313.26,Power,4413.02,348616,76.11
NESTLEIND,2812.08,-38.97,-1.37,2851.05,2872.18,2872.18,2805.56,1966292,2025-04-30 12:02:00,2025-04-30,3300.91,2200.61,157757.47,23.93,117.51,Infrastructure,2805.82,1147263,72.24
RELIANCE,2486.82,-36.56,-1.45,2523.38,2494.33,2494.33,2486.82,2486623,2025-04-30 12:01:00,2025-04-30,2940.9,1960.6,154431.65,11.65,213.46,Oil & Gas,2491.93,1013234,51.25
TCS,3326.84,-36.05,-1.07,3362.89,3372.51,3372.51,3308.72,2561285,2025-04-30 12:01:00,2025-04-30,4020.24,2680.16,128416.2,20.68,160.87,IT,3340.36,1469720,71.87
TATASTEEL,1076.06,-7.81,-0.72,1083.87,1088.56,1088.56,1074.82,1852968,2025-04-30 12:01:00,2025-04-30,1238.78,825.86,72849.14,16.88,63.75,Metal,1077.08,1287686,60.21
NESTLEIND,2825.12,-25.93,-0.91,2851.05,2872.18,2872.18,2805.56,1233213,2025-04-30 12:01:00,2025-04-30,3300.91,2200.61,141256.09,27.45,102.92,Infrastructure,2820.53,820960,46.41
AXISBANK,1091.73,-10.05,-0.91,1101.78,1091.45,1091.73,1085.46,417781,2025-04-30 11:59:00,2025-04-30,1260.36,840.24,44651.89,22.05,49.51,Banking,1093.44,202637,74.74
POWERGRID,1760.04,-17.86,-1.0,1777.9,1791.92,1791.92,1756.75,1894094,2025-04-30 11:59:00,2025-04-30,2003.86,1335.9,111058.6,12.95,135.91,Power,1762.62,1214593,65.19
POWERGRID,1760.04,-17.86,-1.0,1777.9,1791.92,1791.92,1756.75,2306903,2025-04-30 11:59:00,2025-04-30,2003.86,1335.9,96626.26,10.17,173.06,Power,1761.6,1813836,68.12
ONGC,3542.07,-51.6,-1.44,3593.67,3600.45,3600.45,3531.68,2368096,2025-04-30 11:59:00,2025-04-30,4194.2,2796.14,279823.29,21.28,166.45,Oil & Gas,3550.64,1197035,66.3
ONGC,3542.07,-51.6,-1.44,3593.67,3600.45,3600.45,3531.68,2437215,2025-04-30 11:59:00,2025-04-30,4194.2,2796.14,183833.28,17.92,197.66,Oil & Gas,3554.44,1865556,62.08
HINDUNILVR,2651.81,-28.37,-1.06,2680.18,2700.41,2700.41,2644.02,596148,2025-04-30 11:58:00,2025-04-30,3048.9,2032.6,114292.96,44.93,59.02,FMCG,2643.48,465745,69.11
ONGC,3544.6,-49.07,-1.37,3593.67,3600.45,3600.45,3531.68,2694542,2025-04-30 11:58:00,2025-04-30,4194.2,2796.14,135758.28,12.58,281.76,Oil & Gas,3550.8,1474977,63.39
TATASTEEL,1075.17,-8.7,-0.8,1083.87,1088.56,1088.56,1074.82,906508,2025-04-30 11:57:00,2025-04-30,1238.78,825.86,48382.49,12.11,88.78,Metal,1080.53,410724,76.21
DRREDDY,1231.89,-16.55,-1.33,1248.44,1244.61,1245.02,1231.26,731183,2025-04-30 11:57:00,2025-04-30,1421.57,947.71,35108.95,9.38,131.33,Metal,1236.3,501376,52.05
UPL,2935.59,-40.39,-1.36,2975.98,2982.51,2982.51,2924.18,973463,2025-04-30 11:57:00,2025-04-30,3451.15,2300.77,124175.3,65.98,44.49,FMCG,2925.65,417503,40.85
POWERGRID,1764.83,-13.07,-0.74,1777.9,1791.92,1791.92,1756.75,1964795,2025-04-30 11:56:00,2025-04-30,2003.86,1335.9,110478.4,13.36,132.1,Power,1761.63,1075397,70.76
APOLLOHOSP,3018.76,-31.99,-1.05,3050.75,3026.26,3026.26,3006.45,2390850,2025-04-30 11:55:00,2025-04-30,3432.05,2288.03,176899.58,14.17,213.04,Power,3018.72,1464926,65.55
ASIANPAINT,3074.66,-52.31,-1.67,3126.97,3129.19,3129.19,3061.7,2427363,2025-04-30 11:53:00,2025-04-30,3780.78,2520.52,141126.81,62.33,49.33,Paints,3077.81,1193998,55.14
COALINDIA,1855.26,-25.09,-1.33,1880.35,1887.01,1887.01,1849.61,1791735,2025-04-30 11:53:00,2025-04-30,2161.19,1440.79,98699.92,13.93,133.18,Power,1854.28,1292106,52.84
POWERGRID,1764.08,-13.82,-0.78,1777.9,1791.92,1791.92,1756.75,1961685,2025-04-30 11:51:00,2025-04-30,2003.86,1335.9,63506.83,13.09,134.77,Power,1759.05,1078436,78.96
GRASIM,2239.33,-30.23,-1.33,2269.56,2248.42,2248.42,2234.15,2047585,2025-04-30 11:51:00,2025-04-30,2672.63,1781.75,74345.86,21.41,104.59,IT,2247.56,1137470,67.47
ONGC,3535.65,-58.02,-1.61,3593.67,3600.45,3600.45,3531.68,916569,2025-04-30 11:50:00,2025-04-30,4194.2,2796.14,172539.88,10.42,339.31,Oil & Gas,3534.98,498580,51.96
GRASIM,2240.31,-29.25,-1.29,2269.56,2248.42,2248.42,2234.15,1019774,2025-04-30 11:50:00,2025-04-30,2672.63,1781.75,83339.65,21.94,102.11,IT,2251.15,720226,58.79
CIPLA,2375.36,-45.43,-1.88,2420.79,2406.23,2406.23,2375.36,486029,2025-04-30 11:50:00,2025-04-30,2876.96,1917.98,114967.32,16.82,141.22,Banking,2367.49,219119,40.12
NTPC,4401.93,-41.03,-0.92,4442.96,4444.19,4444.19,4385.09,612814,2025-04-30 11:49:00,2025-04-30,5136.35,3424.23,293608.78,8.91,494.04,Power,4395.75,282224,72.98
SBILIFE,2522.86,-12.29,-0.48,2535.15,2531.7,2531.7,2517.07,1777469,2025-04-30 11:49:00,2025-04-30,2880.38,1920.26,64080.64,31.95,78.96,Financial Services,2520.51,871236,77.64
HCLTECH,1224.51,-9.06,-0.73,1233.57,1231.94,1231.94,1221.42,1061031,2025-04-30 11:48:00,2025-04-30,1416.54,944.36,35020.98,25.22,48.55,IT,1224.57,691862,75.3
HCLTECH,1224.51,-9.06,-0.73,1233.57,1231.94,1231.94,1221.42,1292364,2025-04-30 11:48:00,2025-04-30,1416.54,944.36,80817.65,34.95,35.04,IT,1222.68,764956,79.89
SUNPHARMA,1395.47,-3.71,-0.27,1399.18,1410.69,1410.69,1382.07,821098,2025-04-30 11:47:00,2025-04-30,1585.02,1056.68,42701.3,42.9,32.53,Pharma,1397.4,606143,51.31
ADANIPORTS,3027.65,-35.19,-1.15,3062.84,3053.45,3053.45,3002.32,678252,2025-04-30 11:46:00,2025-04-30,3519.0,2346.0,158043.11,19.58,154.63,Infrastructure,3030.07,447085,54.88
APOLLOHOSP,3006.45,-44.3,-1.45,3050.75,3026.26,3026.26,3006.45,1370458,2025-04-30 11:46:00,2025-04-30,3432.05,2288.03,70350.94,8.74,343.99,Power,3015.09,912614,68.82
ASIANPAINT,3065.77,-61.2,-1.96,3126.97,3129.19,3129.19,3061.7,1826342,2025-04-30 11:45:00,2025-04-30,3780.78,2520.52,183946.46,83.86,36.56,Paints,3056.0,1111820,76.98
SUNPHARMA,1388.67,-10.51,-0.75,1399.18,1410.69,1410.69,1382.07,1174394,2025-04-30 11:45:00,2025-04-30,1585.02,1056.68,97484.53,36.89,37.64,Pharma,1381.75,901080,48.34
SBILIFE,2524.2,-10.95,-0.43,2535.15,2531.7,2531.7,2517.07,2020456,2025-04-30 11:45:00,2025-04-30,2880.38,1920.26,72949.37,21.26,118.73,Financial Services,2523.58,885103,75.56
ICICIBANK,839.22,-11.48,-1.35,850.7,847.75,847.75,834.43,3052381,2025-04-30 11:44:00,2025-04-30,1020.48,680.32,57990.17,18.26,45.96,Banking,839.5,1528682,61.79
ADANIENT,2306.48,-38.95,-1.66,2345.43,2350.43,2350.43,2300.22,2059641,2025-04-30 11:44:00,2025-04-30,2805.8,1870.54,148537.58,17.36,132.86,Infrastructure,2311.79,1395337,44.99
INDUSINDBK,3312.16,-37.59,-1.12,3349.75,3364.52,3364.52,3307.67,2350508,2025-04-30 11:43:00,2025-04-30,3807.01,2538.01,84128.89,25.59,129.43,Financial Services,3300.87,1251477,69.57
TCS,3325.05,-37.84,-1.13,3362.89,3372.51,3372.51,3308.72,2620633,2025-04-30 11:42:00,2025-04-30,4020.24,2680.16,128679.45,30.53,108.91,IT,3336.84,1790458,66.3
WIPRO,464.99,-5.5,-1.17,470.49,466.35,466.76,461.93,986999,2025-04-30 11:42:00,2025-04-30,540.18,360.12,34828.02,34.02,13.67,IT,467.0,598461,68.94
ADANIENT,2315.63,-29.8,-1.27,2345.43,2350.43,2350.43,2300.22,1306228,2025-04-30 11:42:00,2025-04-30,2805.8,1870.54,91467.38,23.44,98.79,Infrastructure,2304.78,965880,51.45
HINDALCO,4766.27,-52.57,-1.09,4818.84,4847.77,4847.77,4736.57,666184,2025-04-30 11:42:00,2025-04-30,5710.67,3807.11,275966.88,28.45,167.53,IT,4787.9,512393,50.59
ULTRACEMCO,4897.99,-80.9,-1.62,4978.89,4926.87,4940.02,4865.91,1795550,2025-04-30 11:40:00,2025-04-30,5900.29,3933.53,196409.31,24.5,199.92,Cement,4876.83,1284288,42.99
INDUSINDBK,3310.31,-39.44,-1.18,3349.75,3364.52,3364.52,3307.67,1006744,2025-04-30 11:38:00,2025-04-30,3807.01,2538.01,111557.53,20.85,158.77,Financial Services,3302.97,690866,42.19
UPL,2934.16,-41.82,-1.41,2975.98,2982.51,2982.51,2924.18,2489965,2025-04-30 11:38:00,2025-04-30,3451.15,2300.77,124408.37,45.11,65.04,FMCG,2933.71,1835928,44.21
ULTRACEMCO,4940.02,-38.87,-0.78,4978.89,4926.87,4940.02,4865.91,1237652,2025-04-30 11:37:00,2025-04-30,5900.29,3933.53,294425.34,22.48,219.75,Cement,4952.53,823532,66.1
TATACONSUM,4577.4,-58.05,-1.25,4635.45,4645.07,4645.07,4561.23,1382768,2025-04-30 11:37:00,2025-04-30,5522.58,3681.72,264115.92,17.5,261.57,Oil & Gas,4599.49,675449,65.32
EICHERMOT,4708.79,-77.93,-1.63,4786.72,4809.89,4809.89,4708.79,520268,2025-04-30 11:35:00,2025-04-30,5729.11,3819.41,322081.02,12.79,368.16,Oil & Gas,4722.1,357703,57.37
EICHERMOT,4721.44,-65.28,-1.36,4786.72,4809.89,4809.89,4709.91,433856,2025-04-30 11:34:00,2025-04-30,5729.11,3819.41,333805.54,11.17,422.69,Oil & Gas,4731.99,336479,49.64
EICHERMOT,4721.44,-65.28,-1.36,4786.72,4809.89,4809.89,4709.91,1024559,2025-04-30 11:34:00,2025-04-30,5729.11,3819.41,108593.03,21.02,224.62,Oil & Gas,4739.15,632589,54.68
HEROMOTOCO,2525.84,-27.88,-1.09,2553.72,2545.28,2545.28,2499.47,2379052,2025-04-30 11:33:00,2025-04-30,2893.06,1928.7,186659.83,33.68,75.0,Financial Services,2531.19,1890670,61.58
SUNPHARMA,1395.08,-4.1,-0.29,1399.18,1410.69,1410.69,1382.07,2416391,2025-04-30 11:32:00,2025-04-30,1585.02,1056.68,38922.7,38.19,36.53,Pharma,1398.57,1739807,68.92
SUNPHARMA,1382.07,-17.11,-1.22,1399.18,1410.69,1410.69,1382.07,1668776,2025-04-30 11:31:00,2025-04-30,1585.02,1056.68,92874.96,43.5,31.77,Pharma,1377.24,678622,65.54
HCLTECH,1224.98,-8.59,-0.7,1233.57,1231.94,1231.94,1221.42,590044,2025-04-30 11:30:00,2025-04-30,1416.54,944.36,52184.1,31.94,38.35,IT,1226.94,338553,52.41
GRASIM,2241.93,-27.63,-1.22,2269.56,2248.42,2248.42,2234.15,2133590,2025-04-30 11:30:00,2025-04-30,2672.63,1781.75,72638.47,20.42,109.79,IT,2245.02,921329,78.51
HCLTECH,1224.4,-9.17,-0.74,1233.57,1231.94,1231.94,1221.42,883263,2025-04-30 11:29:00,2025-04-30,1416.54,944.36,90728.25,20.27,60.4,IT,1228.71,680493,63.85
BAJAJFINSV,1647.69,-19.28,-1.16,1666.97,1655.21,1655.21,1634.28,1473605,2025-04-30 11:29:00,2025-04-30,1980.36,1320.24,38555.88,28.81,57.19,Financial Services,1643.12,938852,56.11
LT,3007.03,-43.56,-1.43,3050.59,3023.95,3023.95,3007.03,2999468,2025-04-30 11:27:00,2025-04-30,3576.48,2384.32,193051.56,21.47,140.06,Construction,3001.35,1596994,58.19
BRITANNIA,1475.09,-17.91,-1.2,1493.0,1504.54,1504.54,1472.9,982853,2025-04-30 11:27:00,2025-04-30,1712.21,1141.47,43810.17,29.63,49.78,Auto,1480.37,555556,79.12
ITC,416.99,-5.71,-1.35,422.7,425.01,425.01,415.65,1435365,2025-04-30 11:25:00,2025-04-30,504.3,336.2,27980.3,52.12,8.0,FMCG,417.12,1098972,74.43
TECHM,2712.2,-32.98,-1.2,2745.18,2731.67,2731.67,2712.2,1539460,2025-04-30 11:24:00,2025-04-30,3111.12,2074.08,124761.39,24.2,112.07,Infrastructure,2704.33,1060078,77.82
SBIN,778.99,-8.15,-1.04,787.14,792.87,792.87,776.85,960239,2025-04-30 11:23:00,2025-04-30,888.96,592.64,45492.92,23.41,33.28,Banking,778.0,536670,56.93
EICHERMOT,4709.91,-76.81,-1.6,4786.72,4809.89,4809.89,4709.91,493968,2025-04-30 11:23:00,2025-04-30,5729.11,3819.41,228430.47,13.51,348.62,Oil & Gas,4708.36,394395,72.17
HINDUNILVR,2658.46,-21.72,-0.81,2680.18,2700.41,2700.41,2644.02,419565,2025-04-30 11:21:00,2025-04-30,3048.9,2032.6,145683.56,57.56,46.19,FMCG,2660.61,246326,47.18
TATASTEEL,1075.71,-8.16,-0.75,1083.87,1088.56,1088.56,1074.82,1496188,2025-04-30 11:21:00,2025-04-30,1238.78,825.86,69168.42,17.45,61.65,Metal,1074.16,1070327,65.61
CIPLA,2390.96,-29.83,-1.23,2420.79,2406.23,2406.23,2387.29,1916712,2025-04-30 11:21:00,2025-04-30,2876.96,1917.98,102811.49,15.84,150.94,Banking,2384.3,1103324,71.86
TCS,3317.91,-44.98,-1.34,3362.89,3372.51,3372.51,3308.72,3344735,2025-04-30 11:20:00,2025-04-30,4020.24,2680.16,118781.07,28.46,116.58,IT,3321.04,1807285,55.75
HCLTECH,1221.42,-12.15,-0.98,1233.57,1231.94,1231.94,1221.42,2364556,2025-04-30 11:20:00,2025-04-30,1416.54,944.36,91850.76,24.85,49.15,IT,1224.21,1712668,44.19
TATASTEEL,1074.82,-9.05,-0.83,1083.87,1088.56,1088.56,1074.82,1355257,2025-04-30 11:20:00,2025-04-30,1238.78,825.86,27730.4,16.97,63.34,Metal,1070.18,989260,43.23
INFY,1462.81,-15.66,-1.06,1478.47,1470.14,1471.11,1452.52,1519704,2025-04-30 11:18:00,2025-04-30,1704.36,1136.24,71677.85,28.64,51.08,IT,1459.29,775451,77.22
UPL,2933.3,-42.68,-1.43,2975.98,2982.51,2982.51,2924.18,1661735,2025-04-30 11:18:00,2025-04-30,3451.15,2300.77,137865.11,40.71,72.05,FMCG,2929.62,1294409,79.09
POWERGRID,1762.08,-15.82,-0.89,1777.9,1791.92,1791.92,1756.75,1269129,2025-04-30 11:17:00,2025-04-30,2003.86,1335.9,93390.46,11.1,158.75,Power,1759.08,1001531,65.52
DIVISLAB,1523.45,-10.78,-0.7,1534.23,1544.74,1544.74,1507.96,1989997,2025-04-30 11:17:00,2025-04-30,1767.94,1178.62,55301.35,16.06,94.86,Banking,1526.56,1566660,41.35
JSWSTEEL,904.7,-15.26,-1.66,919.96,919.71,919.71,904.7,1915078,2025-04-30 11:16:00,2025-04-30,1086.4,724.26,64505.03,8.05,112.38,Metal,900.95,1335323,43.49
M&M,3086.04,-36.04,-1.15,3122.08,3137.16,3137.16,3082.94,1291727,2025-04-30 11:16:00,2025-04-30,3550.96,2367.3,67892.77,28.68,107.6,Auto,3081.75,527027,41.48
NTPC,4385.09,-57.87,-1.3,4442.96,4444.19,4444.19,4385.09,1698850,2025-04-30 11:15:00,2025-04-30,5136.35,3424.23,206099.43,14.89,294.5,Power,4402.05,899337,62.92
KOTAKBANK,1766.51,-20.96,-1.17,1787.47,1786.22,1786.22,1762.12,547549,2025-04-30 11:14:00,2025-04-30,2100.72,1400.48,44339.39,24.01,73.57,Banking,1761.52,281376,49.38
POWERGRID,1759.68,-18.22,-1.02,1777.9,1791.92,1791.92,1756.75,1488001,2025-04-30 11:12:00,2025-04-30,2003.86,1335.9,67923.58,12.01,146.52,Power,1755.25,1077573,60.47
M&M,3082.94,-39.14,-1.25,3122.08,3137.16,3137.16,3082.94,2851085,2025-04-30 11:12:00,2025-04-30,3550.96,2367.3,170178.42,25.7,119.96,Auto,3081.85,1521537,72.91
WIPRO,465.21,-5.28,-1.12,470.49,466.35,466.76,461.93,1700140,2025-04-30 11:11:00,2025-04-30,540.18,360.12,21957.97,31.17,14.92,IT,465.67,1301324,40.54
HDFCBANK,1598.42,-20.93,-1.29,1619.35,1628.45,1628.45,1584.58,2401552,2025-04-30 11:10:00,2025-04-30,1896.6,1264.4,93027.88,20.81,76.81,Banking,1593.94,1907562,58.28
ONGC,3551.33,-42.34,-1.18,3593.67,3600.45,3600.45,3531.68,1462872,2025-04-30 11:07:00,2025-04-30,4194.2,2796.14,257116.15,21.56,164.72,Oil & Gas,3554.35,1020545,56.82
APOLLOHOSP,3016.94,-33.81,-1.11,3050.75,3026.26,3026.26,3009.85,1929418,2025-04-30 11:07:00,2025-04-30,3432.05,2288.03,238639.89,9.52,316.91,Power,3002.6,1364608,71.67
